@RELATION Infoplasmid

@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric
@ATTRIBUTE att7 numeric
@ATTRIBUTE att8 numeric
@ATTRIBUTE att9 numeric
@ATTRIBUTE att10 numeric
@ATTRIBUTE att11 numeric
@ATTRIBUTE att12 numeric
@ATTRIBUTE att13 numeric
@ATTRIBUTE att14 numeric
@ATTRIBUTE att15 numeric
@ATTRIBUTE att16 numeric
@ATTRIBUTE att17 numeric
@ATTRIBUTE att18 numeric
@ATTRIBUTE att19 numeric
@ATTRIBUTE att20 numeric
@ATTRIBUTE att21 numeric
@ATTRIBUTE att22 numeric
@ATTRIBUTE att23 numeric
@ATTRIBUTE att24 numeric
@ATTRIBUTE att25 numeric
@ATTRIBUTE att26 numeric
@ATTRIBUTE att27 numeric
@ATTRIBUTE att28 numeric
@ATTRIBUTE att29 numeric
@ATTRIBUTE att30 numeric
@ATTRIBUTE att31 numeric
@ATTRIBUTE att32 numeric
@ATTRIBUTE att33 numeric
@ATTRIBUTE att34 numeric
@ATTRIBUTE att35 numeric
@ATTRIBUTE att36 numeric
@ATTRIBUTE att37 numeric
@ATTRIBUTE att38 numeric
@ATTRIBUTE att39 numeric
@ATTRIBUTE att40 numeric
@ATTRIBUTE att41 numeric
@ATTRIBUTE att42 numeric
@ATTRIBUTE att43 numeric
@ATTRIBUTE att44 numeric
@ATTRIBUTE att45 numeric
@ATTRIBUTE att46 numeric
@ATTRIBUTE att47 numeric
@ATTRIBUTE att48 numeric
@ATTRIBUTE att49 numeric
@ATTRIBUTE att50 numeric
@ATTRIBUTE att51 numeric
@ATTRIBUTE att52 numeric
@ATTRIBUTE att53 numeric
@ATTRIBUTE att54 numeric
@ATTRIBUTE att55 numeric
@ATTRIBUTE att56 numeric
@ATTRIBUTE att57 numeric
@ATTRIBUTE att58 numeric
@ATTRIBUTE att59 numeric
@ATTRIBUTE att60 numeric
@ATTRIBUTE att61 numeric
@ATTRIBUTE att62 numeric
@ATTRIBUTE att63 numeric
@ATTRIBUTE att64 numeric
@ATTRIBUTE att65 numeric
@ATTRIBUTE att66 numeric
@ATTRIBUTE att67 numeric
@ATTRIBUTE att68 numeric
@ATTRIBUTE att69 numeric
@ATTRIBUTE att70 numeric
@ATTRIBUTE att71 numeric
@ATTRIBUTE att72 numeric
@ATTRIBUTE att73 numeric
@ATTRIBUTE att74 numeric
@ATTRIBUTE att75 numeric
@ATTRIBUTE att76 numeric
@ATTRIBUTE att77 numeric
@ATTRIBUTE att78 numeric
@ATTRIBUTE att79 numeric
@ATTRIBUTE att80 numeric
@ATTRIBUTE att81 numeric
@ATTRIBUTE att82 numeric
@ATTRIBUTE att83 numeric
@ATTRIBUTE att84 numeric
@ATTRIBUTE att85 numeric
@ATTRIBUTE att86 numeric
@ATTRIBUTE att87 numeric
@ATTRIBUTE att88 numeric
@ATTRIBUTE att89 numeric
@ATTRIBUTE att90 numeric
@ATTRIBUTE att91 numeric
@ATTRIBUTE att92 numeric
@ATTRIBUTE att93 numeric
@ATTRIBUTE att94 numeric
@ATTRIBUTE att95 numeric
@ATTRIBUTE att96 numeric
@ATTRIBUTE att97 numeric
@ATTRIBUTE att98 numeric
@ATTRIBUTE att99 numeric
@ATTRIBUTE att100 numeric
@ATTRIBUTE att101 numeric
@ATTRIBUTE att102 numeric
@ATTRIBUTE att103 numeric
@ATTRIBUTE att104 numeric
@ATTRIBUTE att105 numeric
@ATTRIBUTE att106 numeric
@ATTRIBUTE att107 numeric
@ATTRIBUTE att108 numeric
@ATTRIBUTE att109 numeric
@ATTRIBUTE att110 numeric
@ATTRIBUTE att111 numeric
@ATTRIBUTE att112 numeric
@ATTRIBUTE att113 numeric
@ATTRIBUTE att114 numeric
@ATTRIBUTE att115 numeric
@ATTRIBUTE att116 numeric
@ATTRIBUTE att117 numeric
@ATTRIBUTE att118 numeric
@ATTRIBUTE att119 numeric
@ATTRIBUTE att120 numeric
@ATTRIBUTE att121 numeric
@ATTRIBUTE att122 numeric
@ATTRIBUTE att123 numeric
@ATTRIBUTE att124 numeric
@ATTRIBUTE att125 numeric
@ATTRIBUTE att126 numeric
@ATTRIBUTE att127 numeric
@ATTRIBUTE att128 numeric
@ATTRIBUTE att129 numeric
@ATTRIBUTE att130 numeric
@ATTRIBUTE att131 numeric
@ATTRIBUTE att132 numeric
@ATTRIBUTE class {F,P,Q,V}

@DATA
-0.543800000, -0.059100000, -0.104900000, -0.268100000, -0.210500000, -0.216100000, -0.320200000, -0.512000000, 0.208800000, 0.057400000, -0.277000000, -0.266600000, -0.275700000, -0.110800000, -0.412800000, -0.087100000, 0.333300000, 0.122500000, 0.620700000, 0.205300000, -0.138200000, 0.001900000, 51.011461428, 49.117129594, 49.485005973, 48.378994313, 47.789788294, 45.834884945, 47.516900419, 47.264770516, 47.046179478, 47.832436050, 48.454347044, 50.796802602, 49.942159103, 47.874578638, 48.652877862, 48.255306202, 46.691218673, 47.020605434, 46.412657962, 48.160041073, 48.688821817, 49.196128094, 104.635000000, 104.720000000, 104.580000000, 104.806000000, 105.589000000, 105.423000000, 104.962000000, 105.528000000, 105.690000000, 105.239000000, 105.417000000, 104.113000000, 104.570000000, 104.904000000, 104.476000000, 105.223000000, 105.493000000, 105.490000000, 105.243000000, 104.822000000, 105.070000000, 104.605000000, -16.768000000, -18.237000000, -15.204000000, -16.026000000, -13.635000000, -16.337000000, -15.604000000, -14.655000000, -16.244000000, -15.621000000, -15.884000000, -12.846000000, -11.426000000, -16.278000000, -14.840000000, -15.745000000, -13.562000000, -13.114000000, -14.914000000, -14.853000000, -15.097000000, -13.396000000, 714.390000000, 422.596700000, 1225.441900000, 1036.389400000, 2379.890100000, 1051.003200000, 1221.481400000, 1691.183500000, 950.639100000, 1103.533400000, 1103.933300000, 3127.493300000, 5792.834600000, 1144.564900000, 1448.989700000, 1106.257700000, 2514.892600000, 3337.323300000, 1584.668300000, 1591.707700000, 1377.518000000, 2497.591000000, 60.430000000, 63.810000000, 53.580000000, 58.360000000, 48.410000000, 60.330000000, 47.650000000, 51.230000000, 55.400000000, 51.900000000, 59.710000000, 43.510000000, 34.700000000, 53.410000000, 48.300000000, 59.740000000, 52.500000000, 50.400000000, 52.220000000, 52.790000000, 53.100000000, 44.510000000, Q
-0.092000000, 0.056800000, 0.049800000, -0.193000000, -0.319400000, -0.937300000, -0.713800000, -0.643400000, 0.047000000, -0.625000000, -0.534900000, -1.232700000, -0.730000000, -0.372700000, -0.651300000, -0.525800000, -0.158200000, -0.771000000, -0.695500000, -0.792200000, -0.338000000, -0.163700000, 47.287158028, 46.585561308, 49.100787866, 49.400088753, 46.285042008, 47.180393561, 46.790805503, 47.586140706, 47.311169902, 48.668114947, 48.156327733, 50.381912155, 48.617367522, 47.752843480, 48.380642704, 49.245259179, 48.747397876, 49.008095167, 48.051188794, 47.179546749, 48.715770401, 49.176633913, 105.467000000, 105.670000000, 105.354000000, 105.093000000, 104.899000000, 104.355000000, 104.675000000, 104.467000000, 104.679000000, 104.011000000, 104.133000000, 103.944000000, 104.871000000, 105.818000000, 105.172000000, 105.361000000, 105.223000000, 104.366000000, 105.478000000, 104.666000000, 104.862000000, 105.286000000, -15.644000000, -15.304000000, -14.864000000, -13.923000000, -9.512000000, -9.332000000, -9.551000000, -9.720000000, -11.710000000, -11.708000000, -12.874000000, -12.241000000, -15.230000000, -15.466000000, -14.285000000, -14.324000000, -14.384000000, -13.325000000, -13.822000000, -10.286000000, -12.177000000, -14.342000000, 1265.411400000, 1193.411400000, 1489.422900000, 2162.763300000, 10957.669400000, 13912.645500000, 13690.933000000, 12342.164500000, 6135.396800000, 5135.009100000, 3575.490300000, 4385.084600000, 1832.956200000, 1147.489100000, 1976.480400000, 1947.142500000, 1838.190000000, 2608.109600000, 2439.144700000, 8596.117200000, 4702.221100000, 2062.500600000, 55.390000000, 55.350000000, 54.140000000, 49.640000000, 39.200000000, 35.790000000, 37.160000000, 38.810000000, 39.270000000, 43.030000000, 43.300000000, 38.030000000, 56.630000000, 56.310000000, 51.750000000, 49.300000000, 49.660000000, 42.970000000, 49.500000000, 39.240000000, 44.990000000, 48.900000000, F
-0.078200000, 0.183500000, -0.259700000, -0.472700000, 0.009900000, -0.610900000, 0.311800000, 0.101800000, -0.136500000, -0.662500000, -0.844900000, -0.725500000, -0.844500000, 0.246700000, -0.476000000, 0.038400000, -0.080300000, -0.607800000, -0.608800000, -0.374800000, -0.609200000, -0.234700000, 48.078336273, 47.230181414, 50.859670386, 49.741315313, 50.838350591, 50.918625865, 46.989771916, 46.652931322, 45.907589786, 47.480876928, 47.859333427, 47.901092395, 48.467306141, 46.043848545, 47.886193971, 47.253866010, 47.373428835, 49.519978225, 51.658866147, 50.312238406, 47.312742021, 47.262217021, 104.918000000, 104.858000000, 103.967000000, 104.650000000, 104.557000000, 104.452000000, 105.635000000, 105.787000000, 106.293000000, 105.002000000, 105.013000000, 104.697000000, 104.575000000, 105.533000000, 104.925000000, 105.760000000, 104.774000000, 104.800000000, 104.435000000, 104.575000000, 104.675000000, 104.744000000, -17.620000000, -16.011000000, -15.079000000, -13.903000000, -14.938000000, -12.533000000, -14.851000000, -14.436000000, -14.364000000, -13.315000000, -11.929000000, -13.457000000, -11.548000000, -14.301000000, -11.732000000, -14.486000000, -13.753000000, -12.480000000, -12.742000000, -12.307000000, -10.257000000, -11.225000000, 518.704100000, 978.341900000, 1439.317900000, 2186.785900000, 1513.668700000, 3511.839100000, 1599.173800000, 1839.595500000, 1782.950300000, 2815.849200000, 4670.765600000, 2854.746600000, 5297.625000000, 2088.522000000, 4547.734500000, 2057.523300000, 2288.897000000, 3653.938300000, 3474.568500000, 4125.390700000, 8961.900500000, 7243.263300000, 60.150000000, 59.550000000, 46.220000000, 46.350000000, 51.650000000, 43.350000000, 54.430000000, 45.520000000, 50.030000000, 50.870000000, 45.850000000, 46.570000000, 37.740000000, 46.690000000, 38.430000000, 44.790000000, 47.410000000, 45.380000000, 43.970000000, 44.330000000, 40.250000000, 39.770000000, P
-0.264300000, -0.622300000, -0.411100000, 0.129000000, 0.223900000, -0.090800000, -0.189700000, 0.154300000, -0.178000000, -0.270700000, -0.094700000, -0.109100000, -0.221300000, -0.239300000, -0.875900000, 0.355900000, -0.607200000, 0.321600000, 0.496800000, 0.403800000, 0.333500000, 0.279500000, 48.893744512, 50.791704497, 49.895926345, 48.962640246, 49.676171123, 47.955661707, 48.042624134, 47.376243599, 46.760451976, 47.521591861, 51.313843130, 48.880459768, 47.120091626, 48.646785573, 48.256247333, 45.263101983, 47.920954898, 47.475174335, 48.071288633, 48.315493872, 46.269196349, 46.829812888, 104.981000000, 104.261000000, 104.372000000, 105.208000000, 104.742000000, 105.465000000, 105.555000000, 105.241000000, 105.339000000, 104.969000000, 104.683000000, 105.421000000, 105.122000000, 105.310000000, 104.645000000, 105.552000000, 104.617000000, 105.080000000, 104.978000000, 105.046000000, 105.340000000, 105.356000000, -14.782000000, -12.497000000, -12.962000000, -13.314000000, -14.145000000, -14.834000000, -17.302000000, -16.197000000, -14.109000000, -12.204000000, -16.904000000, -13.011000000, -13.077000000, -14.755000000, -15.017000000, -12.769000000, -11.771000000, -12.837000000, -12.434000000, -16.388000000, -17.781000000, -16.566000000, 1846.706600000, 3499.548200000, 4024.105800000, 2770.603400000, 2322.716100000, 1529.839200000, 666.776700000, 851.489100000, 1977.644800000, 4229.655000000, 910.296800000, 2839.001100000, 3754.598300000, 1593.084700000, 1506.352900000, 3159.424100000, 5204.123600000, 3428.823700000, 4336.207700000, 930.641900000, 558.027500000, 757.193300000, 52.340000000, 37.800000000, 43.450000000, 48.530000000, 45.030000000, 50.940000000, 62.780000000, 51.550000000, 52.300000000, 47.170000000, 64.090000000, 51.520000000, 51.850000000, 52.050000000, 53.790000000, 46.180000000, 42.060000000, 50.480000000, 46.110000000, 55.300000000, 57.010000000, 54.280000000, P
0.285500000, -0.396900000, -0.383700000, 0.125300000, -0.562300000, 0.110800000, -0.690700000, -0.581500000, -0.674400000, -0.880500000, -0.328100000, -0.024000000, -0.025000000, 0.388900000, -0.288100000, -0.525700000, -0.276100000, -0.467000000, 0.024000000, 0.029900000, -0.519400000, -0.602200000, 51.477978005, 48.420192993, 47.408139639, 48.457201152, 50.954119235, 48.541900492, 49.522165745, 52.536106849, 49.317404529, 48.650850558, 51.242911314, 48.510677984, 47.484084209, 47.521259712, 49.040257875, 47.883309668, 48.781832233, 48.358827925, 48.462675647, 47.234628356, 47.908954042, 49.972081399, 105.069000000, 104.754000000, 104.688000000, 104.957000000, 104.307000000, 105.181000000, 104.199000000, 103.881000000, 104.060000000, 103.931000000, 104.300000000, 104.368000000, 105.074000000, 105.601000000, 104.564000000, 104.847000000, 104.251000000, 104.427000000, 104.957000000, 105.634000000, 104.534000000, 104.271000000, -13.991000000, -12.027000000, -13.438000000, -15.163000000, -12.479000000, -13.892000000, -13.539000000, -15.303000000, -12.456000000, -11.104000000, -13.624000000, -15.365000000, -14.606000000, -12.599000000, -13.009000000, -13.455000000, -13.641000000, -12.268000000, -15.118000000, -16.495000000, -16.255000000, -14.806000000, 2095.023000000, 4188.325600000, 2909.590400000, 1432.466200000, 3747.680500000, 2363.283500000, 2742.064800000, 1311.338400000, 3587.261600000, 6755.459200000, 2719.134300000, 1386.044300000, 1727.217200000, 3461.983900000, 3095.156200000, 3181.697200000, 2489.551000000, 3956.642300000, 1828.674600000, 809.405300000, 914.194700000, 1678.399000000, 54.080000000, 44.600000000, 45.170000000, 49.690000000, 42.000000000, 51.230000000, 45.190000000, 54.610000000, 43.370000000, 38.630000000, 47.190000000, 55.770000000, 56.280000000, 48.160000000, 43.860000000, 44.720000000, 41.970000000, 37.770000000, 51.360000000, 55.590000000, 55.260000000, 45.920000000, F
-0.173000000, -0.029600000, 0.009600000, 0.106100000, 0.000500000, 0.084200000, 0.251800000, 0.075200000, 0.007500000, -0.313900000, -0.078400000, -0.196900000, 0.147900000, -0.000400000, -0.530600000, 0.227100000, 0.023600000, -0.226000000, -0.081000000, -0.289600000, 0.081900000, 0.196900000, 47.075268269, 46.464656219, 49.718508917, 48.621790758, 46.588354092, 47.953470999, 50.580465230, 48.989317900, 48.809201265, 49.931207482, 48.830056242, 49.792371162, 49.009940017, 46.705012267, 48.865411217, 45.593005856, 46.530356032, 49.818605245, 48.709909256, 48.301123549, 49.298141810, 47.482787397, 105.253000000, 105.240000000, 104.707000000, 104.919000000, 105.575000000, 105.182000000, 104.491000000, 104.886000000, 105.149000000, 104.998000000, 105.321000000, 104.670000000, 105.011000000, 105.074000000, 104.829000000, 105.678000000, 105.194000000, 104.499000000, 105.140000000, 104.760000000, 105.063000000, 105.205000000, -16.113000000, -17.784000000, -16.577000000, -17.001000000, -17.204000000, -15.752000000, -15.753000000, -13.994000000, -14.541000000, -14.939000000, -15.471000000, -18.505000000, -14.470000000, -15.497000000, -15.314000000, -17.433000000, -16.939000000, -15.622000000, -13.357000000, -9.934000000, -11.380000000, -10.271000000, 864.056500000, 673.173300000, 706.869900000, 742.101300000, 588.693500000, 1010.386300000, 1039.144300000, 2140.588200000, 1695.880800000, 1499.703800000, 1304.954900000, 410.718600000, 1888.785100000, 1402.558600000, 1359.339700000, 605.577400000, 659.804800000, 1125.053100000, 2643.991700000, 10113.469500000, 6215.251800000, 9191.436200000, 62.030000000, 62.210000000, 58.400000000, 59.820000000, 57.250000000, 57.380000000, 53.890000000, 55.390000000, 53.400000000, 52.320000000, 55.110000000, 66.710000000, 56.370000000, 54.520000000, 55.980000000, 58.990000000, 59.060000000, 53.320000000, 44.000000000, 35.020000000, 39.880000000, 37.490000000, Q
-0.559200000, 0.448500000, 0.457800000, 0.049600000, -0.295200000, -0.512700000, -1.537500000, -0.850300000, -0.744400000, -0.960000000, -0.468500000, -0.823600000, 0.225400000, -0.157000000, -0.752500000, -0.413000000, -0.889700000, -0.034600000, -0.767600000, -1.138400000, -0.259500000, 0.436700000, 49.290456130, 48.796308543, 47.282394005, 50.030574888, 49.234783879, 46.824585377, 49.105976277, 47.796101911, 49.256366134, 50.513102691, 49.359795986, 48.056184680, 47.099042846, 50.428057266, 51.448560566, 51.087280209, 49.688189662, 51.121083440, 49.885843641, 49.619433090, 46.255913235, 46.205128291, 104.375000000, 104.868000000, 104.756000000, 104.857000000, 104.648000000, 104.446000000, 103.768000000, 104.438000000, 104.120000000, 103.776000000, 104.926000000, 104.283000000, 105.214000000, 104.890000000, 104.148000000, 104.186000000, 104.610000000, 104.868000000, 104.117000000, 103.586000000, 104.748000000, 105.536000000, -12.980000000, -15.096000000, -11.608000000, -14.374000000, -15.062000000, -9.348000000, -10.421000000, -11.177000000, -13.462000000, -12.447000000, -13.713000000, -10.722000000, -10.633000000, -11.855000000, -11.968000000, -15.364000000, -13.212000000, -13.855000000, -12.364000000, -10.945000000, -11.635000000, -14.091000000, 3009.198600000, 1426.354400000, 4703.739100000, 2663.797800000, 1437.460200000, 11527.850200000, 11481.241700000, 6654.695300000, 3021.273200000, 3744.547300000, 2456.089300000, 7157.477600000, 9337.240400000, 4838.522300000, 4975.710100000, 1367.396300000, 2806.269000000, 2292.587300000, 3927.075600000, 7058.513700000, 6669.947300000, 2291.597900000, 42.000000000, 48.870000000, 37.750000000, 51.010000000, 51.550000000, 35.540000000, 35.330000000, 37.350000000, 49.980000000, 44.750000000, 50.570000000, 38.100000000, 38.900000000, 38.400000000, 37.520000000, 53.840000000, 48.680000000, 46.780000000, 43.850000000, 35.030000000, 42.100000000, 55.610000000, V
-0.417100000, 0.038000000, 0.112400000, -0.306000000, -1.030100000, -0.487400000, -0.384800000, 0.095700000, -0.120800000, 0.051300000, 0.097200000, -0.244200000, 0.237100000, -0.461700000, -0.469400000, -0.861300000, -0.478100000, 0.504300000, -0.138200000, -0.159700000, -0.377500000, -0.736800000, 48.544167330, 49.650594059, 47.727422598, 48.239733506, 48.982256892, 49.083405833, 47.375046007, 44.770267236, 45.418271502, 46.704018897, 50.008779243, 48.698388660, 48.741193939, 48.314917494, 47.108755979, 49.113310639, 48.032523873, 45.762807769, 47.385948119, 47.537646128, 49.564396347, 49.903131020, 104.577000000, 104.804000000, 105.210000000, 104.913000000, 104.094000000, 104.268000000, 104.910000000, 106.031000000, 105.504000000, 105.382000000, 104.485000000, 104.888000000, 104.935000000, 104.846000000, 105.280000000, 104.125000000, 104.567000000, 105.294000000, 104.824000000, 104.832000000, 104.037000000, 105.097000000, -11.624000000, -12.253000000, -14.411000000, -14.397000000, -12.590000000, -13.398000000, -11.545000000, -12.397000000, -12.495000000, -14.186000000, -12.288000000, -13.805000000, -12.384000000, -15.654000000, -11.525000000, -10.974000000, -11.132000000, -9.591000000, -10.106000000, -9.734000000, -11.474000000, -14.761000000, 6327.369700000, 4312.900900000, 1972.693300000, 1930.372400000, 3466.084000000, 2962.127200000, 5478.688500000, 4202.469900000, 4473.314300000, 2020.520000000, 4060.648700000, 2376.606500000, 4255.814200000, 1154.888000000, 5181.608400000, 7099.041500000, 6672.921900000, 12225.489700000, 10379.929500000, 11994.048900000, 7570.600200000, 1787.375600000, 40.010000000, 42.360000000, 46.440000000, 49.300000000, 44.460000000, 47.250000000, 41.990000000, 47.930000000, 47.800000000, 52.990000000, 44.980000000, 45.040000000, 47.560000000, 55.050000000, 45.300000000, 38.920000000, 44.440000000, 41.390000000, 39.170000000, 34.270000000, 43.070000000, 53.510000000, P
-0.122300000, -0.171100000, -0.052300000, 0.035500000, 0.210900000, -0.003500000, -0.189300000, -0.339300000, -0.131700000, -0.755800000, -0.259300000, 0.034500000, -0.213500000, 0.229000000, -0.153800000, 0.487200000, 0.330700000, 0.041800000, -0.019500000, -0.140200000, -0.265900000, 0.478600000, 49.553821018, 48.615281559, 46.713656911, 45.599736970, 46.753969503, 49.944314853, 50.594612674, 46.881724567, 48.371487381, 49.467894751, 48.626560975, 48.593533726, 49.768233003, 47.536299666, 49.232770366, 47.491859083, 47.749440100, 48.402099524, 48.256489467, 48.428222973, 47.264621858, 47.940017567, 104.343000000, 105.549000000, 105.714000000, 105.961000000, 105.101000000, 104.998000000, 103.936000000, 105.002000000, 105.243000000, 105.252000000, 104.977000000, 105.562000000, 105.212000000, 105.283000000, 104.744000000, 105.246000000, 104.926000000, 105.279000000, 104.902000000, 104.629000000, 104.503000000, 105.009000000, -17.671000000, -16.610000000, -14.926000000, -14.848000000, -13.578000000, -15.240000000, -16.097000000, -16.253000000, -17.189000000, -15.136000000, -16.553000000, -13.631000000, -14.202000000, -12.927000000, -14.892000000, -11.335000000, -13.060000000, -13.660000000, -13.690000000, -13.551000000, -13.605000000, -14.622000000, 618.152700000, 711.969500000, 1461.260000000, 1688.345600000, 2333.470700000, 1478.023500000, 1123.651400000, 819.483200000, 645.073600000, 1309.376300000, 759.595500000, 2326.561200000, 2136.514300000, 3053.022700000, 1841.499100000, 5504.193300000, 3547.815400000, 2422.882800000, 2512.720700000, 2400.814100000, 2915.352000000, 1729.984200000, 56.600000000, 60.090000000, 51.930000000, 50.050000000, 46.290000000, 52.440000000, 52.160000000, 57.990000000, 60.440000000, 56.100000000, 60.060000000, 54.100000000, 54.110000000, 48.210000000, 49.780000000, 43.190000000, 45.700000000, 47.650000000, 48.070000000, 49.420000000, 44.750000000, 50.900000000, P
0.118700000, -0.791000000, 0.089400000, -0.252400000, -0.593900000, -0.139400000, -0.134500000, -0.078900000, -0.228400000, -0.155200000, -0.020500000, -0.164400000, 0.073900000, -0.215700000, -0.217400000, -0.363000000, -0.224300000, 0.111700000, -0.286400000, -0.971800000, -1.039600000, -0.015300000, 48.983223291, 49.440164984, 48.019781925, 48.851589823, 50.881814085, 48.521790186, 48.396726012, 47.606667415, 47.098173831, 48.558216788, 49.712340296, 52.178428379, 49.613201557, 48.135670772, 49.134039862, 49.253855795, 47.165804388, 47.911056590, 49.883558992, 48.050406285, 50.028904000, 47.271177741, 104.875000000, 104.022000000, 105.064000000, 105.690000000, 104.481000000, 104.864000000, 104.900000000, 105.408000000, 105.755000000, 105.295000000, 104.396000000, 104.200000000, 105.076000000, 105.855000000, 104.676000000, 104.850000000, 105.099000000, 104.890000000, 104.194000000, 104.171000000, 104.156000000, 105.152000000, -13.004000000, -10.877000000, -14.743000000, -15.569000000, -12.723000000, -12.402000000, -12.759000000, -14.714000000, -15.391000000, -15.425000000, -13.913000000, -13.448000000, -12.731000000, -13.355000000, -12.189000000, -12.200000000, -14.568000000, -16.666000000, -13.847000000, -13.467000000, -13.212000000, -14.659000000, 3099.485000000, 6802.351200000, 2246.575100000, 1132.658200000, 3255.289800000, 4269.400700000, 3555.225200000, 1737.965500000, 1330.586100000, 1202.382700000, 2312.329100000, 2584.995100000, 3657.582600000, 2750.533100000, 4151.982000000, 4520.316400000, 2279.932600000, 773.692400000, 2193.268500000, 2683.397700000, 3085.404700000, 1743.336100000, 48.340000000, 36.160000000, 51.130000000, 56.730000000, 43.020000000, 47.560000000, 43.640000000, 47.840000000, 50.550000000, 57.270000000, 50.160000000, 42.830000000, 46.760000000, 50.390000000, 47.660000000, 46.400000000, 50.940000000, 56.940000000, 40.940000000, 46.340000000, 45.790000000, 53.380000000, V
-0.291400000, -0.935400000, -0.112300000, -0.197300000, -0.571400000, -0.125700000, 0.063800000, 0.062800000, -0.042300000, -0.106700000, -1.037100000, 0.029600000, -0.587700000, -0.266500000, -0.632200000, -0.640500000, -0.052900000, -0.009300000, -0.222400000, -0.895400000, -0.169200000, 0.022600000, 49.022688771, 48.567053811, 48.781734309, 49.512661625, 51.082808252, 49.008687477, 49.793174380, 48.660488757, 47.817372151, 50.146037456, 47.263968595, 44.334366440, 47.750877083, 49.914527513, 48.832008759, 49.710896289, 46.418412172, 47.513100576, 48.688987212, 48.045485458, 46.457173509, 46.846327240, 104.899000000, 104.786000000, 105.202000000, 105.054000000, 104.400000000, 104.393000000, 104.248000000, 104.926000000, 105.525000000, 104.962000000, 104.748000000, 105.746000000, 105.335000000, 105.213000000, 104.603000000, 104.827000000, 105.884000000, 105.563000000, 105.078000000, 104.961000000, 105.094000000, 105.078000000, -14.296000000, -14.797000000, -17.554000000, -15.452000000, -14.619000000, -14.481000000, -13.606000000, -14.820000000, -16.941000000, -16.816000000, -13.306000000, -14.330000000, -12.811000000, -14.235000000, -11.687000000, -12.150000000, -12.676000000, -12.555000000, -14.185000000, -13.880000000, -13.355000000, -13.701000000, 2115.271300000, 1883.607500000, 543.046200000, 1067.320500000, 1548.146700000, 2047.811100000, 2367.684500000, 1889.657200000, 695.053400000, 674.944300000, 2539.530300000, 2075.519100000, 3736.873800000, 1897.547200000, 5047.610100000, 4833.263200000, 3660.996800000, 3596.185100000, 2262.845500000, 2179.653800000, 2912.091900000, 2647.168200000, 54.400000000, 53.080000000, 62.360000000, 55.330000000, 50.460000000, 55.450000000, 46.530000000, 46.020000000, 60.340000000, 61.970000000, 49.500000000, 55.750000000, 49.260000000, 53.620000000, 40.210000000, 44.130000000, 47.450000000, 42.630000000, 51.310000000, 47.660000000, 52.930000000, 53.740000000, V
-0.498900000, -0.358100000, -0.380300000, 0.246600000, 0.314200000, 0.210800000, -0.532000000, -0.578400000, -0.060700000, -0.601000000, 0.065000000, -0.475300000, -0.364500000, -0.446600000, -0.210600000, 0.363800000, 0.251400000, 0.429200000, -0.405300000, -0.492800000, -0.242800000, -0.361400000, 50.459360271, 50.014967142, 47.472858754, 47.162502412, 48.208182149, 48.398312216, 47.660123784, 47.382959163, 49.256900102, 48.112403801, 46.420393875, 47.678799079, 49.490347949, 48.535718926, 48.725896158, 47.181086512, 47.534033307, 47.349635069, 48.036717019, 48.983499403, 48.089957040, 47.092521648, 104.452000000, 104.452000000, 104.514000000, 104.982000000, 105.249000000, 105.166000000, 104.580000000, 104.596000000, 105.111000000, 104.374000000, 104.963000000, 104.380000000, 104.592000000, 105.712000000, 104.751000000, 105.105000000, 105.053000000, 105.290000000, 104.676000000, 104.315000000, 105.023000000, 105.348000000, -13.287000000, -12.029000000, -11.731000000, -11.148000000, -11.607000000, -12.573000000, -10.132000000, -9.807000000, -11.696000000, -10.873000000, -11.832000000, -11.381000000, -15.202000000, -15.377000000, -12.125000000, -14.598000000, -11.938000000, -13.895000000, -13.511000000, -13.363000000, -15.718000000, -15.575000000, 2722.855300000, 4375.278200000, 5243.600300000, 6499.449800000, 6539.252200000, 3723.007500000, 9687.491300000, 12330.493400000, 5731.607500000, 7135.119600000, 5950.323300000, 5672.336600000, 2324.996900000, 1221.875500000, 4214.822700000, 2108.595300000, 4435.365700000, 3038.742200000, 2443.672700000, 2877.267700000, 1233.358200000, 1201.488200000, 43.600000000, 44.340000000, 42.530000000, 42.780000000, 43.720000000, 49.500000000, 39.330000000, 38.090000000, 46.460000000, 38.040000000, 45.590000000, 40.260000000, 55.420000000, 56.060000000, 44.110000000, 47.340000000, 44.860000000, 50.310000000, 42.610000000, 41.130000000, 52.820000000, 57.240000000, F
